0.00000 0.03746 
0.01172 0.36416 
0.02344 1.15266 
0.03516 1.49323 
0.04688 1.72395 
0.05859 2.22461 
0.07031 1.75975 
0.08203 2.16384 
0.09375 2.53055 
0.10547 2.09418 
0.11719 2.34905 
0.12891 2.71717 
0.14062 1.78612 
0.15234 2.21377 
0.16406 2.13458 
0.17578 1.47313 
0.18750 1.55349 
0.19922 0.85473 
0.21094 0.61290 
0.22266 0.44660 
0.23438 0.60077 
0.24609 -0.08266 
0.25781 -0.43761 
0.26953 -0.34611 
0.28125 -0.55374 
0.29297 0.13127 
0.30469 -0.67747 
0.31641 -0.63355 
0.32812 -0.33357 
0.33984 0.20103 
0.35156 0.40884 
0.36328 0.55449 
0.37500 -0.02327 
0.38672 0.52263 
0.39844 0.56310 
0.41016 0.79109 
0.42188 0.44882 
0.43359 0.68577 
0.44531 1.04134 
0.45703 0.86089 
0.46875 0.53464 
0.48047 0.09953 
0.49219 0.32277 
0.50391 0.17855 
0.51562 -0.64507 
0.52734 -0.25612 
0.53906 -0.76790 
0.55078 -0.18224 
0.56250 -0.14329 
0.57422 -0.54401 
0.58594 -0.78313 
0.59766 -0.27444 
0.60938 -0.08199 
0.62109 -0.44932 
0.63281 -0.68048 
0.64453 -0.59039 
0.65625 -0.23291 
0.66797 -0.29735 
0.67969 -0.24796 
0.69141 0.27195 
0.70312 0.56125 
0.71484 0.60593 
0.72656 0.04032 
0.73828 0.51588 
0.75000 -0.12049 
0.76172 0.14970 
0.77344 -0.31713 
0.78516 -0.42169 
0.79688 -0.98814 
0.80859 -1.11548 
0.82031 -1.35677 
0.83203 -2.14664 
0.84375 -1.55077 
0.85547 -2.36138 
0.86719 -2.04762 
0.87891 -1.99774 
0.89062 -2.12401 
0.90234 -2.02166 
0.91406 -2.09368 
0.92578 -1.90884 
0.93750 -1.96653 
0.94922 -2.07798 
0.96094 -1.23308 
0.97266 -1.00008 
0.98438 -0.43578 
0.99609 0.16666 
1.00781 0.42766 
1.01953 0.24268 
1.03125 0.63764 
1.04297 1.77895 
1.05469 1.93017 
1.06641 2.42824 
1.07812 2.43767 
1.08984 2.86786 
1.10156 2.71745 
1.11328 2.00633 
1.12500 2.66863 
1.13672 2.06299 
1.14844 2.30938 
1.16016 1.51564 
1.17188 1.93644 
1.18359 1.13107 
1.19531 0.76285 
1.20703 1.00907 
1.21875 0.62383 
1.23047 0.78771 
1.24219 0.27618 
1.25391 -0.08174 
1.26562 0.28786 
1.27734 -0.25202 
1.28906 -0.44814 
1.30078 -0.23014 
1.31250 -0.04725 
1.32422 0.36608 
1.33594 0.51739 
1.34766 -0.09097 
1.35938 0.52449 
1.37109 0.50499 
1.38281 0.26325 
1.39453 0.82458 
1.40625 0.51272 
1.41797 1.01969 
1.42969 0.72227 
1.44141 0.12142 
1.45312 0.82894 
1.46484 0.22773 
1.47656 -0.15701 
1.48828 0.22156 
1.50000 0.10256 
1.51172 0.12540 
1.52344 -0.06399 
1.53516 -0.48315 
1.54688 -0.94680 
1.55859 -0.16053 
1.57031 -0.98022 
1.58203 -0.48211 
1.59375 -0.20620 
1.60547 -0.24651 
1.61719 -0.86190 
1.62891 -0.02765 
1.64062 -0.48105 
1.65234 -0.23089 
1.66406 -0.18206 
1.67578 0.48218 
1.68750 0.02480 
1.69922 0.05732 
1.71094 -0.09017 
1.72266 -0.15855 
1.73438 0.61855 
1.74609 -0.00216 
1.75781 0.27728 
1.76953 -0.44052 
1.78125 -0.69600 
1.79297 -0.80573 
1.80469 -1.16002 
1.81641 -1.68426 
1.82812 -1.31181 
1.83984 -1.91045 
1.85156 -1.86419 
1.86328 -2.37526 
1.87500 -2.68208 
1.88672 -2.53434 
1.89844 -2.16443 
1.91016 -2.63841 
1.92188 -2.42416 
1.93359 -1.62161 
1.94531 -1.38319 
1.95703 -1.72490 
1.96875 -0.84633 
1.98047 -1.16178 
1.99219 -0.66268 
2.00391 -0.28324 
2.01562 0.55875 
2.02734 0.97471 
2.03906 1.85676 
2.05078 2.06122 
2.06250 2.32297 
2.07422 1.87643 
2.08594 2.84883 
2.09766 2.75212 
2.10938 2.58661 
2.12109 2.78447 
2.13281 1.96478 
2.14453 2.58913 
2.15625 1.77198 
2.16797 1.73803 
2.17969 1.01675 
2.19141 0.78004 
2.20312 1.37368 
2.21484 0.93048 
2.22656 0.40669 
2.23828 -0.10399 
2.25000 -0.23157 
2.26172 -0.26417 
2.27344 -0.18435 
2.28516 -0.09788 
2.29688 -0.39794 
2.30859 -0.22161 
2.32031 0.31048 
2.33203 -0.39009 
2.34375 0.13275 
2.35547 -0.22282 
2.36719 0.03314 
2.37891 -0.04661 
2.39062 0.56311 
2.40234 0.26054 
2.41406 0.97066 
2.42578 0.46856 
2.43750 0.40028 
2.44922 0.82926 
2.46094 0.05102 
2.47266 0.71731 
2.48438 0.32583 
2.49609 -0.21014 
2.50781 0.21806 
2.51953 0.21483 
2.53125 -0.09240 
2.54297 -0.07828 
2.55469 -0.98097 
2.56641 -0.34268 
2.57812 -0.42097 
2.58984 -0.51301 
2.60156 -0.08147 
2.61328 -0.02627 
2.62500 0.05724 
2.63672 -0.28345 
2.64844 -0.05826 
2.66016 -0.25675 
2.67188 0.53372 
2.68359 0.18781 
2.69531 0.13557 
2.70703 0.25609 
2.71875 0.33438 
2.73047 0.30379 
2.74219 0.11006 
2.75391 -0.42288 
2.76562 0.04945 
2.77734 -0.59073 
2.78906 -0.73500 
2.80078 -1.38580 
2.81250 -1.59326 
2.82422 -1.45212 
2.83594 -1.31477 
2.84766 -1.73818 
2.85938 -1.91102 
2.87109 -2.08642 
2.88281 -2.22813 
2.89453 -2.40972 
2.90625 -2.27186 
2.91797 -2.02925 
2.92969 -2.30971 
2.94141 -2.02216 
2.95312 -1.68731 
2.96484 -1.40217 
2.97656 -0.97948 
2.98828 -0.53639 


0.00000 0.08030 
0.01172 0.75950 
0.02344 2.21390 
0.03516 2.50000 
0.04688 2.38145 
0.05859 2.40002 
0.07031 1.40347 
0.08203 1.20756 
0.09375 0.93535 
0.10547 0.48528 
0.11719 0.32302 
0.12891 0.20988 
0.14062 0.07335 
0.15234 0.04575 
0.16406 0.02102 
0.17578 0.00654 
0.18750 0.00294 
0.19922 0.00065 
0.21094 0.00018 
0.22266 0.00005 
0.23438 0.00002 
0.24609 -0.00000 
0.25781 -0.00000 
0.26953 -0.00000 
0.28125 -0.00000 
0.29297 0.00000 
0.30469 -0.00000 
0.31641 -0.00000 
0.32812 -0.00000 
0.33984 0.00000 
0.35156 0.00000 
0.36328 0.00000 
0.37500 -0.00000 
0.38672 0.00000 
0.39844 0.00000 
0.41016 0.00000 
0.42188 0.00000 
0.43359 0.00000 
0.44531 0.00000 
0.45703 0.00000 
0.46875 0.00000 
0.48047 0.00000 
0.49219 0.00000 
0.50391 0.00000 
0.51562 -0.00000 
0.52734 -0.00000 
0.53906 -0.00000 
0.55078 -0.00000 
0.56250 -0.00000 
0.57422 -0.00000 
0.58594 -0.00000 
0.59766 -0.00000 
0.60938 -0.00000 
0.62109 -0.00000 
0.63281 -0.00000 
0.64453 -0.00000 
0.65625 -0.00000 
0.66797 -0.00000 
0.67969 -0.00000 
0.69141 0.00000 
0.70312 0.00000 
0.71484 0.00000 
0.72656 0.00000 
0.73828 0.00000 
0.75000 -0.00000 
0.76172 0.00000 
0.77344 -0.00000 
0.78516 -0.00000 
0.79688 -0.00000 
0.80859 -0.00000 
0.82031 -0.00000 
0.83203 -0.00000 
0.84375 -0.00000 
0.85547 -0.00000 
0.86719 -0.00000 
0.87891 -0.00000 
0.89062 -0.00000 
0.90234 -0.00000 
0.91406 -0.00000 
0.92578 -0.00000 
0.93750 -0.00000 
0.94922 -0.00000 
0.96094 -0.00000 
0.97266 -0.00000 
0.98438 -0.00000 
0.99609 0.00000 
1.00781 0.00000 
1.01953 0.00000 
1.03125 0.00000 
1.04297 0.00000 
1.05469 0.00000 
1.06641 0.00000 
1.07812 0.00000 
1.08984 0.00000 
1.10156 0.00000 
1.11328 0.00000 
1.12500 0.00000 
1.13672 0.00000 
1.14844 0.00000 
1.16016 0.00000 
1.17188 0.00000 
1.18359 0.00000 
1.19531 0.00000 
1.20703 0.00000 
1.21875 0.00000 
1.23047 0.00000 
1.24219 0.00000 
1.25391 -0.00000 
1.26562 0.00000 
1.27734 -0.00000 
1.28906 -0.00000 
1.30078 -0.00000 
1.31250 -0.00000 
1.32422 0.00000 
1.33594 0.00000 
1.34766 -0.00000 
1.35938 0.00000 
1.37109 0.00000 
1.38281 0.00000 
1.39453 0.00000 
1.40625 0.00000 
1.41797 0.00000 
1.42969 0.00000 
1.44141 0.00000 
1.45312 0.00000 
1.46484 0.00000 
1.47656 -0.00000 
1.48828 0.00000 
1.50000 0.00000 
1.51172 0.00000 
1.52344 -0.00000 
1.53516 -0.00000 
1.54688 -0.00000 
1.55859 -0.00000 
1.57031 -0.00000 
1.58203 -0.00000 
1.59375 -0.00000 
1.60547 -0.00000 
1.61719 -0.00000 
1.62891 -0.00000 
1.64062 -0.00000 
1.65234 -0.00000 
1.66406 -0.00000 
1.67578 0.00000 
1.68750 0.00000 
1.69922 0.00000 
1.71094 -0.00000 
1.72266 -0.00000 
1.73438 0.00000 
1.74609 -0.00000 
1.75781 0.00000 
1.76953 -0.00000 
1.78125 -0.00000 
1.79297 -0.00000 
1.80469 -0.00000 
1.81641 -0.00000 
1.82812 -0.00000 
1.83984 -0.00000 
1.85156 -0.00000 
1.86328 -0.00000 
1.87500 -0.00000 
1.88672 -0.00000 
1.89844 -0.00000 
1.91016 -0.00000 
1.92188 -0.00000 
1.93359 -0.00000 
1.94531 -0.00000 
1.95703 -0.00000 
1.96875 -0.00000 
1.98047 -0.00000 
1.99219 -0.00000 
2.00391 -0.00000 
2.01562 0.00000 
2.02734 0.00000 
2.03906 0.00000 
2.05078 0.00000 
2.06250 0.00000 
2.07422 0.00000 
2.08594 0.00000 
2.09766 0.00000 
2.10938 0.00000 
2.12109 0.00000 
2.13281 0.00000 
2.14453 0.00000 
2.15625 0.00000 
